# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
hadhab	ENSCHAG00000001370	ENSCHAT00000006395	protein_coding	0	0	0	20	0	0	0	3	12	0	0	0	0	0	5
hadhab	ENSCHAG00000001370	ENSCHAT00000006451	protein_coding	0	0	1	20	0	0	0	4	12	1	0	0	0	0	4
hadhab	ENSCHAG00000001370	ENSCHAT00000006480	protein_coding	0	1	1	19	0	0	0	4	6	1	0	0	0	1	9
hadhab	ENSCHAG00000001370	ENSCHAT00000006556	protein_coding	0	0	1	20	0	0	0	4	3	1	0	0	0	0	13
hadhab	ENSCHAG00000001370	ENSCHAT00000006643	protein_coding	0	0	1	20	0	0	0	4	3	1	0	0	0	0	13
hdx	ENSCHAG00000011347	ENSCHAT00000024826	protein_coding	0	0	0	11	0	0	1	0	2	0	0	0	0	0	8
hivep1	ENSCHAG00000001481	ENSCHAT00000002444	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
hivep1	ENSCHAG00000001481	ENSCHAT00000002537	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
hrasa	ENSCHAG00000017435	ENSCHAT00000040006	protein_coding	0	0	0	11	0	0	0	3	6	0	0	0	0	0	2
hs3st3b1b	ENSCHAG00000002118	ENSCHAT00000003688	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0
hs6st1a	ENSCHAG00000024080	ENSCHAT00000056991	protein_coding	0	0	0	19	0	0	0	5	4	0	0	0	0	0	10
hs6st1a	ENSCHAG00000024080	ENSCHAT00000057003	protein_coding	0	0	0	18	0	0	0	4	4	0	0	0	0	0	10
idh3a	ENSCHAG00000008118	ENSCHAT00000019443	protein_coding	0	0	0	5	0	0	0	2	2	0	0	0	0	0	1
idh3a	ENSCHAG00000008118	ENSCHAT00000019473	protein_coding	0	0	0	5	0	0	0	2	2	0	0	0	0	0	1
idh3a	ENSCHAG00000008118	ENSCHAT00000019515	protein_coding	0	0	0	4	0	0	0	2	1	0	0	0	0	0	1
idh3a	ENSCHAG00000008118	ENSCHAT00000019625	protein_coding	0	0	0	4	0	0	0	2	1	0	0	0	0	0	1
idh3a	ENSCHAG00000008118	ENSCHAT00000019662	protein_coding	0	0	0	4	0	0	0	2	1	0	0	0	0	0	1
idh3a	ENSCHAG00000008118	ENSCHAT00000019734	protein_coding	0	0	0	4	0	0	0	2	1	0	0	0	0	0	1
idh3a	ENSCHAG00000008118	ENSCHAT00000019768	protein_coding	0	0	0	4	0	0	0	2	1	0	0	0	0	0	1
idh3a	ENSCHAG00000008118	ENSCHAT00000019794	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
igf2bp3	ENSCHAG00000012923	ENSCHAT00000031529	protein_coding	0	0	0	5	0	0	0	1	3	0	0	0	0	0	1
igf2bp3	ENSCHAG00000012923	ENSCHAT00000031648	protein_coding	0	1	0	4	0	0	0	1	2	0	0	0	0	1	1
igf2bp3	ENSCHAG00000012923	ENSCHAT00000031713	protein_coding	0	0	0	5	0	0	0	1	3	0	0	0	0	0	1
igf2bp3	ENSCHAG00000012923	ENSCHAT00000031790	protein_coding	0	0	0	5	0	0	0	1	3	0	0	0	0	0	1
igf2bp3	ENSCHAG00000012923	ENSCHAT00000031872	protein_coding	0	0	0	5	0	0	0	1	3	0	0	0	0	0	1
ighmbp2	ENSCHAG00000020640	ENSCHAT00000048180	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
ighmbp2	ENSCHAG00000020640	ENSCHAT00000048198	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
ighmbp2	ENSCHAG00000020640	ENSCHAT00000048209	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
ighmbp2	ENSCHAG00000020640	ENSCHAT00000048227	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
ighmbp2	ENSCHAG00000020640	ENSCHAT00000048244	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
il6st	ENSCHAG00000015157	ENSCHAT00000034782	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
il6st	ENSCHAG00000015157	ENSCHAT00000034823	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
inaa	ENSCHAG00000027715	ENSCHAT00000067087	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
ipo7	ENSCHAG00000009376	ENSCHAT00000023730	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ipo7	ENSCHAG00000009376	ENSCHAT00000023806	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ipo7	ENSCHAG00000009376	ENSCHAT00000023831	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ipo7	ENSCHAG00000009376	ENSCHAT00000023912	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ipo7	ENSCHAG00000009376	ENSCHAT00000023977	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ipo7	ENSCHAG00000009376	ENSCHAT00000024185	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
irx5a	ENSCHAG00000000301	ENSCHAT00000000488	protein_coding	0	0	0	5	0	0	0	3	1	0	0	0	0	0	1
itga9	ENSCHAG00000019479	ENSCHAT00000045212	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
itga9	ENSCHAG00000019529	ENSCHAT00000045527	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
kbtbd4	ENSCHAG00000020609	ENSCHAT00000047931	protein_coding	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0
kcnj8	ENSCHAG00000018873	ENSCHAT00000043654	protein_coding	0	0	0	6	0	0	0	4	0	0	0	0	0	0	2
kcnj8	ENSCHAG00000018873	ENSCHAT00000043668	protein_coding	0	0	0	6	0	0	0	4	0	0	0	0	0	0	2
kita	ENSCHAG00000006618	ENSCHAT00000014245	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2
kita	ENSCHAG00000006618	ENSCHAT00000014260	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2
kita	ENSCHAG00000006618	ENSCHAT00000014281	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2
kita	ENSCHAG00000006618	ENSCHAT00000014415	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
kita	ENSCHAG00000006618	ENSCHAT00000014456	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
kita	ENSCHAG00000006618	ENSCHAT00000014523	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
klf13	ENSCHAG00000013379	ENSCHAT00000030029	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
ldha	ENSCHAG00000017273	ENSCHAT00000039555	protein_coding	0	0	0	13	0	0	0	2	7	0	0	0	0	0	4
ldha	ENSCHAG00000017273	ENSCHAT00000039586	protein_coding	0	0	0	7	0	0	0	2	2	0	0	0	0	0	3
ldha	ENSCHAG00000017273	ENSCHAT00000039615	protein_coding	0	0	0	7	0	0	0	2	1	0	0	0	0	0	4
lhcgr	ENSCHAG00000019019	ENSCHAT00000044130	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	1
lin52	ENSCHAG00000018858	ENSCHAT00000043659	protein_coding	0	1	0	13	0	0	0	0	5	0	0	1	0	0	9
lin52	ENSCHAG00000018858	ENSCHAT00000043674	protein_coding	0	1	0	13	0	0	0	2	3	0	0	1	0	0	9
lin52	ENSCHAG00000018858	ENSCHAT00000043687	protein_coding	0	1	0	8	0	0	0	0	4	0	0	1	0	0	5
lman2	ENSCHAG00000013600	ENSCHAT00000030847	protein_coding	0	0	0	7	0	0	0	3	1	0	0	0	0	0	3
lman2	ENSCHAG00000013600	ENSCHAT00000030901	protein_coding	0	0	0	7	0	0	0	3	1	0	0	0	0	0	3
lman2	ENSCHAG00000013600	ENSCHAT00000030945	protein_coding	0	0	0	7	0	0	0	3	1	0	0	0	0	0	3
lman2	ENSCHAG00000013600	ENSCHAT00000031045	protein_coding	0	0	0	7	0	0	0	3	1	0	0	0	0	0	3
lman2	ENSCHAG00000013600	ENSCHAT00000031065	protein_coding	0	0	0	7	0	0	0	3	1	0	0	0	0	0	3
lman2	ENSCHAG00000013600	ENSCHAT00000031087	protein_coding	0	0	0	7	0	0	0	3	1	0	0	0	0	0	3
lman2	ENSCHAG00000013600	ENSCHAT00000031142	protein_coding	0	0	0	7	0	0	0	3	1	0	0	0	0	0	3
lnx1	ENSCHAG00000001104	ENSCHAT00000001825	protein_coding	0	0	0	9	0	0	0	1	8	0	0	0	0	0	0
lnx1	ENSCHAG00000001104	ENSCHAT00000001865	protein_coding	0	0	0	9	0	0	0	1	8	0	0	0	0	0	0
lrp1ba	ENSCHAG00000013112	ENSCHAT00000035134	protein_coding	0	0	1	15	0	0	0	0	15	1	0	0	0	0	0
lrrc61	ENSCHAG00000007974	ENSCHAT00000016420	protein_coding	0	0	0	4	0	0	0	1	1	0	0	0	0	0	2
lrrc61	ENSCHAG00000007974	ENSCHAT00000016460	protein_coding	0	0	0	3	0	0	0	1	1	0	0	0	0	0	1
lrrc61	ENSCHAG00000007974	ENSCHAT00000016489	protein_coding	0	0	0	3	0	0	0	1	1	0	0	0	0	0	1
lrrc61	ENSCHAG00000007974	ENSCHAT00000016565	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
magi1b	ENSCHAG00000025769	ENSCHAT00000061621	protein_coding	0	0	0	30	0	0	0	2	19	0	0	0	0	0	9
magi1b	ENSCHAG00000025769	ENSCHAT00000061634	protein_coding	0	0	0	30	0	0	0	2	19	0	0	0	0	0	9
magi1b	ENSCHAG00000025769	ENSCHAT00000061653	protein_coding	0	0	0	30	0	0	0	2	19	0	0	0	0	0	9
magi1b	ENSCHAG00000025769	ENSCHAT00000061671	protein_coding	0	0	0	30	0	0	0	2	19	0	0	0	0	0	9
magi1b	ENSCHAG00000025769	ENSCHAT00000061682	protein_coding	0	0	0	30	0	0	0	2	19	0	0	0	0	0	9
magi1b	ENSCHAG00000025769	ENSCHAT00000061686	protein_coding	0	0	0	30	0	0	0	2	19	0	0	0	0	0	9
magi1b	ENSCHAG00000025769	ENSCHAT00000061692	protein_coding	0	0	0	30	0	0	0	2	19	0	0	0	0	0	9
magi1b	ENSCHAG00000025769	ENSCHAT00000061728	protein_coding	0	0	0	28	0	0	0	0	19	0	0	0	0	0	9
magi1b	ENSCHAG00000025769	ENSCHAT00000061734	protein_coding	0	0	0	28	0	0	0	0	19	0	0	0	0	0	9
magi1b	ENSCHAG00000025769	ENSCHAT00000061745	protein_coding	0	0	0	28	0	0	0	0	19	0	0	0	0	0	9
magi2a	ENSCHAG00000013742	ENSCHAT00000032042	protein_coding	0	0	0	53	0	0	0	9	43	0	0	0	0	0	1
magi2a	ENSCHAG00000013742	ENSCHAT00000032064	protein_coding	0	0	0	53	0	0	0	9	43	0	0	0	0	0	1
magi2a	ENSCHAG00000013742	ENSCHAT00000032111	protein_coding	0	0	0	53	0	0	0	9	43	0	0	0	0	0	1
magi2a	ENSCHAG00000013742	ENSCHAT00000032132	protein_coding	0	0	0	53	0	0	0	9	43	0	0	0	0	0	1
magi2a	ENSCHAG00000013742	ENSCHAT00000032191	protein_coding	0	0	0	44	0	0	0	1	42	0	0	0	0	0	1
magi2a	ENSCHAG00000013742	ENSCHAT00000032214	protein_coding	0	0	0	44	0	0	0	1	42	0	0	0	0	0	1
magi2a	ENSCHAG00000013742	ENSCHAT00000032254	protein_coding	0	0	0	24	0	0	0	1	23	0	0	0	0	0	0
magt1	ENSCHAG00000009608	ENSCHAT00000021678	protein_coding	0	1	0	14	0	0	0	5	2	0	0	0	0	1	7
magt1	ENSCHAG00000009608	ENSCHAT00000021712	protein_coding	0	1	0	14	0	0	0	5	2	0	0	0	0	1	7
magt1	ENSCHAG00000009608	ENSCHAT00000021784	protein_coding	0	1	0	14	0	0	0	5	2	0	0	0	0	1	7
magt1	ENSCHAG00000009608	ENSCHAT00000021841	protein_coding	0	1	0	14	0	0	0	5	2	0	0	0	0	1	7
magt1	ENSCHAG00000009608	ENSCHAT00000021900	protein_coding	0	1	0	14	0	0	0	5	1	0	0	0	0	1	8
magt1	ENSCHAG00000009608	ENSCHAT00000021959	protein_coding	0	0	0	14	0	0	0	5	2	0	0	0	0	0	7
map7d1b	ENSCHAG00000001085	ENSCHAT00000001776	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
megf8	ENSCHAG00000010155	ENSCHAT00000021929	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
megf8	ENSCHAG00000010155	ENSCHAT00000021948	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
megf8	ENSCHAG00000010155	ENSCHAT00000021968	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
mertka	ENSCHAG00000019090	ENSCHAT00000044306	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
mfsd2aa	ENSCHAG00000018004	ENSCHAT00000043105	protein_coding	0	1	0	5	0	0	0	0	3	0	0	0	0	1	2
mfsd2aa	ENSCHAG00000018004	ENSCHAT00000043134	protein_coding	0	1	0	5	0	0	0	0	3	0	0	0	0	1	2
mfsd2aa	ENSCHAG00000018004	ENSCHAT00000043174	protein_coding	0	1	0	5	0	0	0	0	3	0	0	0	0	1	2
mfsd2aa	ENSCHAG00000018004	ENSCHAT00000043217	protein_coding	0	1	0	5	0	0	0	0	3	0	0	0	0	1	2
mfsd2aa	ENSCHAG00000018004	ENSCHAT00000043271	protein_coding	0	1	0	5	0	0	0	0	3	0	0	0	0	1	2
mfsd2aa	ENSCHAG00000018004	ENSCHAT00000043314	protein_coding	0	1	0	5	2	0	0	0	1	0	0	0	0	1	2
mfsd2aa	ENSCHAG00000018004	ENSCHAT00000043367	protein_coding	0	1	0	5	0	0	0	1	2	0	0	0	0	1	2
mfsd2aa	ENSCHAG00000018004	ENSCHAT00000043399	protein_coding	0	1	0	3	0	0	0	0	2	0	0	0	0	1	1
mgat5	ENSCHAG00000025244	ENSCHAT00000060127	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
mgat5	ENSCHAG00000025244	ENSCHAT00000060135	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
mgat5	ENSCHAG00000025244	ENSCHAT00000060139	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
mrvi1	ENSCHAG00000006379	ENSCHAT00000012671	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
mycla	ENSCHAG00000000929	ENSCHAT00000001480	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
mycla	ENSCHAG00000017973	ENSCHAT00000041443	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
myct1a	ENSCHAG00000005087	ENSCHAT00000009416	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
myh9a	ENSCHAG00000022996	ENSCHAT00000054503	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
myh9a	ENSCHAG00000022996	ENSCHAT00000054507	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
myrf	ENSCHAG00000002069	ENSCHAT00000003824	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2
myrf	ENSCHAG00000002069	ENSCHAT00000003911	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
n4bp3	ENSCHAG00000010669	ENSCHAT00000023056	protein_coding	0	0	0	13	0	0	0	0	8	0	0	0	0	0	5
nbeal1	ENSCHAG00000001925	ENSCHAT00000007529	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
nbeal1	ENSCHAG00000001925	ENSCHAT00000007748	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
nbeal1	ENSCHAG00000001925	ENSCHAT00000008265	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
nbeal1	ENSCHAG00000001925	ENSCHAT00000010162	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
nedd9	ENSCHAG00000001391	ENSCHAT00000002195	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ngly1	ENSCHAG00000010610	ENSCHAT00000023198	protein_coding	0	1	0	6	0	0	0	1	5	0	0	0	0	1	0
ngly1	ENSCHAG00000010610	ENSCHAT00000023229	protein_coding	0	1	0	6	0	0	0	1	5	0	0	0	0	1	0
nr2f1a	ENSCHAG00000021538	ENSCHAT00000050341	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
nt5c2a	ENSCHAG00000027716	ENSCHAT00000067101	protein_coding	0	0	0	5	0	0	0	1	4	0	0	0	0	0	0
nt5c2a	ENSCHAG00000027716	ENSCHAT00000067103	protein_coding	0	0	0	5	0	0	0	1	4	0	0	0	0	0	0
nt5c2a	ENSCHAG00000027716	ENSCHAT00000067107	protein_coding	0	0	0	5	0	0	0	1	4	0	0	0	0	0	0
nt5c2a	ENSCHAG00000027716	ENSCHAT00000067111	protein_coding	0	0	0	5	0	0	0	1	4	0	0	0	0	0	0
nt5c2a	ENSCHAG00000027716	ENSCHAT00000067115	protein_coding	0	0	0	5	0	0	0	1	4	0	0	0	0	0	0
nt5c2a	ENSCHAG00000027716	ENSCHAT00000067116	protein_coding	0	0	0	5	0	0	0	1	4	0	0	0	0	0	0
nt5c2a	ENSCHAG00000027716	ENSCHAT00000067120	protein_coding	0	0	0	5	0	0	0	2	3	0	0	0	0	0	0
nt5c2a	ENSCHAG00000027716	ENSCHAT00000067122	protein_coding	0	0	0	5	0	0	0	1	4	0	0	0	0	0	0
nt5c2a	ENSCHAG00000027716	ENSCHAT00000067123	protein_coding	0	0	0	5	0	0	0	1	4	0	0	0	0	0	0
nt5c2a	ENSCHAG00000027716	ENSCHAT00000067125	protein_coding	0	0	0	5	0	0	0	1	4	0	0	0	0	0	0
nup62l	ENSCHAG00000005819	ENSCHAT00000011231	protein_coding	0	1	0	7	0	1	1	5	0	0	0	0	0	0	1
nup62l	ENSCHAG00000005819	ENSCHAT00000011276	protein_coding	0	0	0	7	0	0	0	5	1	0	0	0	0	0	1
oscp1a	ENSCHAG00000001270	ENSCHAT00000001996	protein_coding	0	1	0	5	0	0	0	0	4	0	0	1	0	0	2
oscp1a	ENSCHAG00000001289	ENSCHAT00000002060	protein_coding	0	1	0	16	0	0	0	4	6	0	0	1	0	1	6
oxsm	ENSCHAG00000010728	ENSCHAT00000023277	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	4
pcdh1b	ENSCHAG00000008178	ENSCHAT00000016837	protein_coding	0	0	0	11	0	0	0	0	6	0	0	0	0	0	5
pcdh1b	ENSCHAG00000008178	ENSCHAT00000016855	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5
pcgf6	ENSCHAG00000027714	ENSCHAT00000067086	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	1
pde10a	ENSCHAG00000017287	ENSCHAT00000043303	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
pde10a	ENSCHAG00000017287	ENSCHAT00000043342	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
pde10a	ENSCHAG00000017287	ENSCHAT00000043489	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
pde6a	ENSCHAG00000014049	ENSCHAT00000032163	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
pde6a	ENSCHAG00000014049	ENSCHAT00000032182	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
pde6a	ENSCHAG00000014049	ENSCHAT00000032235	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
pde6a	ENSCHAG00000014049	ENSCHAT00000032499	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
pde6a	ENSCHAG00000014049	ENSCHAT00000032519	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
pde6a	ENSCHAG00000014049	ENSCHAT00000032643	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
pde6a	ENSCHAG00000014049	ENSCHAT00000032676	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
pde6a	ENSCHAG00000014049	ENSCHAT00000032746	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
pde6a	ENSCHAG00000014049	ENSCHAT00000033021	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
pde6a	ENSCHAG00000014049	ENSCHAT00000033058	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
pdgfra	ENSCHAG00000001576	ENSCHAT00000012002	protein_coding	0	0	0	9	1	0	0	5	2	0	0	0	0	0	1
pdgfra	ENSCHAG00000001576	ENSCHAT00000012258	protein_coding	0	0	0	9	1	0	0	5	2	0	0	0	0	0	1
pdgfra	ENSCHAG00000001576	ENSCHAT00000012292	protein_coding	0	0	0	6	0	0	0	3	2	0	0	0	0	0	1
pdgfra	ENSCHAG00000001576	ENSCHAT00000012483	protein_coding	0	0	0	8	1	0	0	5	2	0	0	0	0	0	0
pdgfra	ENSCHAG00000001576	ENSCHAT00000012509	protein_coding	0	0	0	8	1	0	0	5	2	0	0	0	0	0	0
pdgfra	ENSCHAG00000001576	ENSCHAT00000012687	protein_coding	0	0	0	8	1	0	0	5	2	0	0	0	0	0	0
pdgfra	ENSCHAG00000001576	ENSCHAT00000012792	protein_coding	0	0	0	8	1	0	0	5	2	0	0	0	0	0	0
pdgfra	ENSCHAG00000001576	ENSCHAT00000012895	protein_coding	0	0	0	8	1	0	0	5	2	0	0	0	0	0	0
pdgfra	ENSCHAG00000001576	ENSCHAT00000012960	protein_coding	0	0	0	8	1	0	0	5	2	0	0	0	0	0	0
pdgfra	ENSCHAG00000001576	ENSCHAT00000013011	protein_coding	0	0	0	8	1	0	0	5	2	0	0	0	0	0	0
pef1	ENSCHAG00000002509	ENSCHAT00000004366	protein_coding	0	0	0	8	0	0	0	2	1	0	0	0	0	0	5
pef1	ENSCHAG00000002509	ENSCHAT00000004381	protein_coding	0	0	0	8	0	0	0	2	1	0	0	0	0	0	5
piezo1	ENSCHAG00000022740	ENSCHAT00000054905	protein_coding	0	0	0	12	0	0	0	0	10	0	0	0	0	0	2
piezo1	ENSCHAG00000022740	ENSCHAT00000055007	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0
piezo1	ENSCHAG00000022740	ENSCHAT00000055175	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	3
piezo1	ENSCHAG00000022740	ENSCHAT00000055277	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	3
piezo1	ENSCHAG00000022740	ENSCHAT00000055341	protein_coding	0	0	0	7	0	0	0	0	2	0	0	0	0	0	5
piezo1	ENSCHAG00000022740	ENSCHAT00000055400	protein_coding	0	0	0	7	0	0	0	0	2	0	0	0	0	0	5
piezo1	ENSCHAG00000022740	ENSCHAT00000055439	protein_coding	0	0	0	7	0	0	0	0	2	0	0	0	0	0	5
plekha7b	ENSCHAG00000024081	ENSCHAT00000057824	protein_coding	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0
plekha7b	ENSCHAG00000024081	ENSCHAT00000057938	protein_coding	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0
plekha7b	ENSCHAG00000024081	ENSCHAT00000057973	protein_coding	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0
plekha7b	ENSCHAG00000024081	ENSCHAT00000058018	protein_coding	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0
plekha7b	ENSCHAG00000024081	ENSCHAT00000058103	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
plekha7b	ENSCHAG00000024081	ENSCHAT00000058120	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
plekha7b	ENSCHAG00000024081	ENSCHAT00000058132	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
plekha7b	ENSCHAG00000024081	ENSCHAT00000058147	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
plekha7b	ENSCHAG00000024081	ENSCHAT00000058153	protein_coding	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0
plekha7b	ENSCHAG00000024081	ENSCHAT00000058185	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
plppr2b	ENSCHAG00000022887	ENSCHAT00000053864	protein_coding	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0
plppr2b	ENSCHAG00000022887	ENSCHAT00000053929	protein_coding	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0
plppr2b	ENSCHAG00000022887	ENSCHAT00000053969	protein_coding	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0
plppr2b	ENSCHAG00000022887	ENSCHAT00000054000	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
plppr4b	ENSCHAG00000009873	ENSCHAT00000021175	protein_coding	0	0	0	3	0	0	0	1	1	0	0	0	0	0	1
plppr5b	ENSCHAG00000009914	ENSCHAT00000021193	protein_coding	0	0	0	41	0	0	0	0	38	0	0	0	0	0	3
plppr5b	ENSCHAG00000009914	ENSCHAT00000021205	protein_coding	0	0	0	41	0	0	0	0	38	0	0	0	0	0	3
plppr5b	ENSCHAG00000009914	ENSCHAT00000021248	protein_coding	0	0	0	41	0	0	0	0	38	0	0	0	0	0	3
plppr5b	ENSCHAG00000009914	ENSCHAT00000021262	protein_coding	0	0	0	41	0	0	0	0	38	0	0	0	0	0	3
pls3	ENSCHAG00000006028	ENSCHAT00000019808	protein_coding	0	0	0	9	0	0	0	2	3	0	0	0	0	0	4
pls3	ENSCHAG00000006028	ENSCHAT00000019845	protein_coding	0	0	0	9	0	0	0	2	3	0	0	0	0	0	4
pls3	ENSCHAG00000006028	ENSCHAT00000019894	protein_coding	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0
pls3	ENSCHAG00000006028	ENSCHAT00000019963	protein_coding	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0
pls3	ENSCHAG00000006028	ENSCHAT00000020036	protein_coding	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0
pls3	ENSCHAG00000006028	ENSCHAT00000020061	protein_coding	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0
pls3	ENSCHAG00000006028	ENSCHAT00000020083	protein_coding	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0
pls3	ENSCHAG00000006028	ENSCHAT00000020158	protein_coding	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0
pls3	ENSCHAG00000006028	ENSCHAT00000020217	protein_coding	0	0	0	4	0	0	0	2	1	0	0	0	0	0	1
pls3	ENSCHAG00000006028	ENSCHAT00000020240	protein_coding	0	0	0	4	0	0	0	2	1	0	0	0	0	0	1
pmpcb	ENSCHAG00000025348	ENSCHAT00000060977	protein_coding	0	2	0	7	0	0	0	3	2	0	0	0	0	2	2
pmpcb	ENSCHAG00000025348	ENSCHAT00000060999	protein_coding	0	2	0	7	0	0	0	3	2	0	0	0	0	2	2
